dilirank_name,is_dili,n_targets_uniprot,n_targets_mapped,ecnp_z,ecnp_mu_T,ecnp_sigma_T,pool_size,I_T,k,drugbank_id,smiles
Voclosporin,0,4,4,-0.01833077475469078,0.04204327937509056,0.09963830371306492,358,0.040216832072786896,3,DB11693,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
Vorapaxar sulfate,0,1,1,-0.3976060945547486,0.05211542901075266,0.05142444820071751,228,0.0316687549970324,1,DB09030,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C.OS(=O)(=O)O
Voriconazole,1,1,1,,0.0,0.0,0,0.0,0,DB00582,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
Vorinostat,0,7,7,0.05477227963378745,0.04570604662160271,0.13286094888511202,461,0.0529831436663484,6,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
Vosoritide,0,1,1,-0.2619604472492158,0.01714908442351271,0.004791081554038561,200,0.0158940105568093,1,DB11928,CCC(C)C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CC(C)C)CCCCN)CC(C)C)CC2=CC=CC=C2)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CN=CN5)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C6CCCN6)C(=O)O)CC(C)C)CO)CCSC)CO
Voxelotor,0,1,1,-0.29159267938513106,0.008424128915857667,0.0023112343832776363,147,0.0077501898893507,1,DB14975,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O
Warfarin sodium,1,2,2,5.3378052064444725,0.11850184117709907,0.042441162521235615,186,0.3450444994505065,2,DB00682,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+]
Ximelagatran,1,1,1,0.9323922755199979,0.04174490121399085,0.06178290189048163,104,0.0993508016958858,1,DB04898,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N
Zafirlukast,1,1,1,,0.0,0.0,0,0.0,0,DB00549,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
Zaleplon,0,1,1,,0.0,0.0,0,0.0,0,DB00962,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
Zanubrutinib,1,15,15,0.08856726847798102,0.11448233812054653,0.12759551914483824,1104,0.1257831247212348,10,DB15035,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N
Zidovudine,1,4,4,,0.0,0.0,0,0.0,0,DB00495,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
Zileuton,1,1,1,0.4670353110227576,0.07774869841120681,0.06613206120812776,179,0.1086347061861208,1,DB00744,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
Zimelidine,1,3,3,-0.33805072383208706,0.1255751422288353,0.1457907607980608,108,0.0762904700130202,2,DB04832,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2
Ziprasidone hydrochloride,1,27,27,-0.0026980408730877,0.040517568463671855,0.13964987278397187,244,0.0401407873989792,3,DB00246,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.Cl
Zoledronic acid,1,2,2,-0.00139750199618988,0.009031835389421592,0.13900820504595346,346,0.0088375711453831,2,DB00399,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
Zonisamide,1,32,32,0.06697119052436408,0.11609823483339621,0.10046917688820181,822,0.12282677522060201,7,DB00909,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
